Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,,,,,,,,,,,,,,,
67.710.3,FALSE,FALSE,FALSE,365811,Drawings and Prints,1967,Drawing,"Illustration for ""Little Peter: A Christmas Morality for Children of Any Age""",NA,NA,NA,NA,NA,Artist|Author,NA,Charles Edmund Brock|Lucas Malet [pseudonym for Mary St. Leger Kingsley],"British, London 1870–1938 Cambridge|British, 1852–1931",NA,"Brock, Charles Edmund|Malet, Lucas",British|British,1870      |1852,1938      |1931,|,http://vocab.getty.edu/page/ulan/500025010|,https://www.wikidata.org/wiki/Q2930473|,1908,1908,1908,Watercolor over graphite with touches of gouache,sheet: 11 5/8 x 7 3/8 in. (29.5 x 18.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/365811,NA,NA,"Metropolitan Museum of Art, New York, NY",Interiors|Boys|Men|Women,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,,
1975.531,FALSE,FALSE,TRUE,358804,Drawings and Prints,1975,Print,"Portrait of Virginie Cardinal's Favorite, the Actor Crochard (illustration for La Famille Cardinal by Ludovic Halévy)",NA,NA,NA,NA,NA,Artist|Author,Illustration for La Famille Cardinal written by,Edgar Degas|Ludovic Halévy,"French, Paris 1834–1917 Paris|French, 1834–1908",NA,"Degas, Edgar|Halévy, Ludovic",French|French,1834      |1834,1917      |1908,|,http://vocab.getty.edu/page/ulan/500115194|http://vocab.getty.edu/page/ulan/500355041,https://www.wikidata.org/wiki/Q46373|,ca. 1880,1875,1885,"Black ink printed on laid paper, mounted on heavy paper (monotype)","sheet: 10 1/8 x 7 7/16 in. (25.7 x 18.9 cm)
plate: 6 1/4 x 4 11/16 in. (15.9 x 11.9 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/358804,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,,,,,,,,,,,,,,,
59.570.331(53),FALSE,FALSE,TRUE,427323,Drawings and Prints,1959,Print,"Thankful for Having Survived, Francesco I d'Este Finds Refuge in the Shade of a Tree, as Anone is Overtaken with Heavy Musket Fire and the Example of His Own Survival, from L'Idea di un Principe ed Eroe Cristiano in Francesco I d'Este, di Modena e Reggio Duca VIII [...]",NA,NA,NA,NA,NA,Artist|Author,NA,Bartolomeo Fenice (Fénis)|Domenico Gamberti,NA,NA,Fenice (Fénis)|Gamberti,Italian|Italian,NA,NA,|,|,|,1659,1659,1659,Etching,"Sheet: 4 15/16 × 6 5/16 in. (12.5 × 16 cm)
Plate: 4 13/16 × 6 1/8 in. (12.2 × 15.5 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",NA,Modena,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/427323,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Horses|Landscapes|Trees,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410,,,,,,,,,,,,,,,
53.601.13(16),FALSE,FALSE,FALSE,715595,Drawings and Prints,1953,Print,"Gundeberga Queen of the Lombards, from Bavaria Sancta: The Life and Martyrdom of Holy Men and Women, Vol. I",NA,NA,NA,NA,NA,Artist|Author|Artist,After,Raphael Sadeler I|Matthaeus Rader|Johann Matthias Kager,"Netherlandish, Antwerp 1560–1628 Venice (?)|German, Munich 1575–1634 Augsburg",NA,"Sadeler, Raphael, I|Rader, Matthaeus|Kager, Johann Matthias",NA,1560      |1575,1628      |1634,||,http://vocab.getty.edu/page/ulan/500026660||http://vocab.getty.edu/page/ulan/500016013,||,1625,1625,1625,Engraving,Sheet: 8 7/16 × 5 15/16 in. (21.5 × 15.1 cm),"Harris Brisbane Dick Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/715595,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
62.602.1034,FALSE,FALSE,TRUE,819894,Drawings and Prints,1962,Print,"Apollo, Mercury, and the Shepherdesses, Fable X in La Motte, Fables Nouvelles",NA,NA,NA,NA,NA,Artist|Author|Artist,After,Charles Nicolas Cochin I|Lamotte-Houdar|Charles Antoine Coypel,"French, Paris 1688–1754 Paris|French, 1672–1731|French, Paris 1694–1752 Paris",NA,"Cochin, Charles Nicolas, I|Lamotte-Houdar|Coypel, Charles Antoine",NA,1688      |1672      |1694,1754      |1731      |1752,||,http://vocab.getty.edu/page/ulan/500008603||http://vocab.getty.edu/page/ulan/500030761,||https://www.wikidata.org/wiki/Q113536,1719,1719,1719,Etching,Sheet (Trimmed): 3 1/8 × 3 7/8 in. (8 × 9.8 cm),"Rogers Fund, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/819894,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
59.507.157(1),FALSE,FALSE,TRUE,669449,Drawings and Prints,1927,Print,"A Man Praying before a Crucifix, from Hymmelwagen auff dem, wer wol lebt...",NA,NA,NA,NA,NA,Artist|Author|Publisher,NA,Hans Schäufelein|Hans von Leonrodt|Silvan Otmar,"German, Nuremberg ca. 1480–ca. 1540 Nördlingen|German, active Augsburg, 1513–40",NA,"Schäufelein, Hans|Leonrodt, Hans von|Otmar, Silvan",German|German|German,1480      |1439      |1470,1540      |1504      |1590,||,http://vocab.getty.edu/page/ulan/500013506||,https://www.wikidata.org/wiki/Q675272||,1517,1517,1517,Woodcut,Sheet: 4 7/16 × 4 1/16 in. (11.3 × 10.3 cm),"Purchase, Anne and Carl Stern Gift, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/669449,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Cross|Crucifixion|Praying|Christ,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/aat/300379724|http://vocab.getty.edu/page/ia/901000087,,,,,,,,,,,,,,,
32.70.10,FALSE,FALSE,TRUE,665550,Drawings and Prints,1927,Print,"Unfalo Causing a Fall of Theuerdanck's Horse, from Theuerdanck",NA,NA,NA,NA,NA,Artist|Author|Publisher,NA,Hans Schäufelein|Melchior Pfintzing|Hans Schönsperger,"German, Nuremberg ca. 1480–ca. 1540 Nördlingen|German",NA,"Schäufelein, Hans|Pfintzing, Melchior|Schönsperger, Hans",German|German|German,1480,1540,||,http://vocab.getty.edu/page/ulan/500013506||,https://www.wikidata.org/wiki/Q675272||,1517,1517,1517,Woodcut,Sheet: 14 1/2 × 9 7/8 in. (36.8 × 25.1 cm),"Harris Brisbane Dick Fund, 1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/665550,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Horse Riding,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300249313,,,,,,,,,,,,,,,
17.3.2814,FALSE,FALSE,TRUE,669029,Drawings and Prints,1917,Print,"Ghita Locking out her Husband Tofano, from The Decameron",NA,NA,NA,NA,NA,Artist|Author|Publisher,NA,Hans Schäufelein|Giovanni Boccaccio|Heinrich Steiner,"German, Nuremberg ca. 1480–ca. 1540 Nördlingen|Italian, Paris 1313–1375 Certaldo, Tuscany|German, active 1522–47",NA,"Schäufelein, Hans|Boccaccio, Giovanni|Steiner, Heinrich",German|Italian|German,1480      |1313      |1522,1540      |1375      |1547,||,http://vocab.getty.edu/page/ulan/500013506||,https://www.wikidata.org/wiki/Q675272||,before 1534,1534,1534,Woodcut,Sheet: 2 5/8 × 2 13/16 in. (6.7 × 7.1 cm),"Harris Brisbane Dick Fund, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/669029,NA,NA,"Metropolitan Museum of Art, New York, NY",Windows|Men|Women,http://vocab.getty.edu/page/aat/300002944|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,,
30.67.2(7),FALSE,FALSE,FALSE,423837,Drawings and Prints,1930,Print,"Vignette on page 279 of Volume I, 1774 Edition of Julie ou la Nouvelle Hèloïse. Lettres de deux amans habitans d'une petite ville au pied des alpes.  Recueillies et publiées par J.J. Rousseau.  Nouvelle édition originale revue et corrigée par l'Editeur. Londres. MDCCLXXIV., part of Collection Complette des oeuvres de J. J. Rousseau, Londres. 1774.",NA,NA,NA,NA,NA,Artist|Author|Publisher|Artist,After,Jean Michel Moreau the Younger|Jean Jacques Rousseau|Jean Jacques Rousseau|Nicolas de Launay,"French, Paris 1741–1814 Paris|Swiss, Geneva 1712–1778 Ermenonville|Swiss, Geneva 1712–1778 Ermenonville|French, Paris, 1739–1792",NA,"Moreau, Jean Michel, the Younger|Rousseau, Jean Jacques|Rousseau, Jean Jacques|Launay, Nicolas de",French|Swiss|Swiss|French,1741      |1712      |1712      |1739,1814      |1778      |1778      |1792,|||,http://vocab.getty.edu/page/ulan/500028967|||http://vocab.getty.edu/page/ulan/500024572,|||,1776,1776,1776,Etching and engraving, fifth state of six (Bocher),"Sheet: 13 7/16 × 9 15/16 in. (34.1 × 25.2 cm)
Plate: 11 7/16 × 8 7/16 in. (29 × 21.4 cm)","Harris Brisbane Dick Fund, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/423837,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
62.635.396,FALSE,FALSE,TRUE,361764,Drawings and Prints,1962,Print,"The soldier kissing the woman's hand (from John Ogilby, ""Aesopics or a Second Colllection of Fables,"" 1668)",NA,NA,NA,NA,NA,Artist|Author|Subject,Related author,Wenceslaus Hollar|John Ogilby|Aesop,"Bohemian, Prague 1607–1677 London|British, Forfarshire 1600–1676 London|Greek, ca. 620–560 B.C.",NA,"Hollar, Wenceslaus|Ogilby, John|Aesop",Bohemian,1607      |1600      |-0620,1677      |1676      |-0560,||,http://vocab.getty.edu/page/ulan/500028368||,||,1666,1666,1666,"Etching, second state of two","Sheet: 5 5/8 × 3 3/4 in. (14.3 × 9.5 cm)
cut within t he platemark","Gift of Harry G. Friedman, 1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/361764,NA,NA,"Metropolitan Museum of Art, New York, NY",Soldiers|Men|Women,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,,
57.650.300(19),FALSE,FALSE,TRUE,418076,Drawings and Prints,1957,Print,"La Factoria (The Factory), from Les Caprices Series B, The Nancy Set",NA,NA,NA,NA,NA,Artist|Dedicatee,NA,Jacques Callot|Lorenzo de' Medici,"French, Nancy 1592–1635 Nancy|Italian, Florence 1599–1648 Florence",NA,"Callot, Jacques|Medici, Lorenzo de'",French|Italian,1592      |1599,1635      |1648,|,http://vocab.getty.edu/page/ulan/500021688|,|,1617–20,1617,1620,Etching, first state of two (Lieure),"Sheet: 7 5/16 x 10 3/8 in. (18.5 x 26.3 cm)
Plate: 2 1/16 x 2 15/16 in. (5.2 x 7.5 cm)","Bequest of Edwin De T. Bechtel, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/418076,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,
40.52.24,FALSE,FALSE,TRUE,416897,Drawings and Prints,1940,Print,"Un Gentilhomme et son Page (A Gentleman and his Page), from Les Caprices Series A, The Florence Set",NA,NA,NA,NA,NA,Artist|Dedicatee,NA,Jacques Callot|Lorenzo de' Medici,"French, Nancy 1592–1635 Nancy|Italian, Florence 1599–1648 Florence",NA,"Callot, Jacques|Medici, Lorenzo de'",French|Italian,1592      |1599,1635      |1648,|,http://vocab.getty.edu/page/ulan/500021688|,|,1617,1617,1617,Etching,Sheet: 2 1/8 x 3 1/4 in. (5.4 x 8.3 cm),"Harris Brisbane Dick Fund, by exchange, 1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/416897,NA,NA,"Metropolitan Museum of Art, New York, NY",Boys|Men,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928,,,,,,,,,,,,,,,
66.29.2,FALSE,TRUE,TRUE,204620,European Sculpture and Decorative Arts,1966,Vase,Autumn (one of a pair),"French, Paris or Versailles",NA,NA,NA,NA,Artist|Designer,NA,Nicholas Sébastien Adam the Younger|Ange Jacques Gabriel,"French, 1705–1778|French, Paris 1698–1782 Paris",NA,"Adam, Nicholas Sébastien, the Younger|Gabriel, Ange Jacques",French|French,1705      |1698,1778      |1782,|,http://vocab.getty.edu/page/ulan/500086236|http://vocab.getty.edu/page/ulan/500021492,|,1745–47,1745,1747,Marble,"Overall (confirmed): 69 3/4 × 52 1/2 in., 3640 lb. (177.2 × 133.4 cm, 1651.1 kg)","Purchase, Josephine Bay Paul and C. Michael Paul Foundation Inc. Gift, Charles Ulrick and Josephine Bay Foundation Inc. Gift, and Rogers Fund, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sculpture,NA,http://www.metmuseum.org/art/collection/search/204620,NA,NA,"Metropolitan Museum of Art, New York, NY",Satyrs|Grapes|Rams,http://vocab.getty.edu/page/aat/300379732|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300250287,,,,,,,,,,,,,,,
29.58.31(54),FALSE,FALSE,TRUE,428493,Drawings and Prints,1929,Prints Ornament & Architecture,"Design for a Clock, from 'Disegni Diversi'",NA,NA,NA,NA,NA,Artist|Engraver,NA,Giovanni Giardini|Maximilian Joseph Limpach,"Italian, Forlì 1646–1722 Rome|Czech, active Rome ca. 1700–1730",NA,"Giardini, Giovanni|Limpach, Maximilian Joseph",Italian|Czech,1646,1722,|,http://vocab.getty.edu/page/ulan/500002223|http://vocab.getty.edu/page/ulan/500054843,|,1714 or 1750,1714,1714,Etching and engraving,Plate: 10 11/16 × 6 7/8 in. (27.1 × 17.4 cm),"Harris Brisbane Dick Fund, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/428493,NA,NA,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms|Clocks|Mirrors,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/aat/300041575|http://vocab.getty.edu/page/aat/300037682,,,,,,,,,,,,,,,
59.600.43,FALSE,FALSE,FALSE,370233,Drawings and Prints,1959,Print,"Title page  of Burgundi's ""Mundi Lapis Lydis""",NA,NA,NA,NA,NA,Artist|Engraver,After,Abraham van Diepenbeeck|Jacques Van Merlen,"Flemish, 's Hertogenbosch 1596–1675 Antwerp|Flemish, Antwerp 1616–1682 Paris",NA,"Diepenbeeck, Abraham van|Merlen, Jacques Van",Flemish|Flemish,1596      |1616,1675      |1682,|,http://vocab.getty.edu/page/ulan/500024425|,https://www.wikidata.org/wiki/Q330854|,1665,1665,1665,Engraving,plate: 2 3/4 x 1 15/16 in. (7 x 4.9 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/370233,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
25.78.538,FALSE,FALSE,FALSE,643622,Drawings and Prints,1925,Print,"Dora (Tennyson's Poems, New York, 1903)",NA,NA,NA,NA,NA,Artist|Engraver,NA,Sir John Everett Millais|Thomas Williams,"British, Southampton 1829–1896 London|British, Colchester 1798–1862 after",NA,"Millais, John Everett, Sir|Williams, Thomas",British|British,1829      |1798,1896      |1862,|,http://vocab.getty.edu/page/ulan/500031367|,https://www.wikidata.org/wiki/Q159606|,1866–1903,1866,1903,Wood engraving,"Image: 3 3/4 × 3 1/4 in. (9.5 × 8.2 cm)
Sheet: 8 5/16 × 6 5/16 in. (21.1 × 16 cm)","Anonymous Gift, 1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/643622,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
65.629.3(3.9),FALSE,FALSE,FALSE,647766,Drawings and Prints,1965,Print,"A Year at the Shore–January, plate II (in ""Good Words for 1864,"" p. 94)",NA,NA,NA,NA,NA,Artist|Engraver,After,Philip Henry Gosse|Dalziel Brothers,"British, Worcester 1810–1888 Sandhurst|British, active 1839–93",NA,"Gosse, Philip Henry|Dalziel Brothers",British|British,1810      |1839,1888      |1893,|,http://vocab.getty.edu/page/ulan/500072317|http://vocab.getty.edu/page/ulan/500121904,|,1864,1864,1864,Wood engraving,"Image: 2 5/8 in. × 5 in. (6.7 × 12.7 cm)
Sheet: 9 3/16 × 6 3/16 in. (23.4 × 15.7 cm)","Gift of Sinclair Hamilton, 1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/647766,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
54.90.1152,FALSE,FALSE,FALSE,381166,Drawings and Prints,1954,Print,Vue de New-York (from the Southwest?),NA,NA,NA,NA,NA,Artist|Engraver,After,A. André|Uranie Ledoux,"French, 19th century|French, 19th century",NA,"André, A.|Ledoux, Uranie",French|French,1800      |0019,1900      |0019,|,|,|,ca. 1825,1820,1830,Soft-ground etching?,sheet: 6 1/2 x 9 7/8 in. (16.5 x 25.1 cm),"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold, 1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/381166,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
35.53.18,FALSE,FALSE,FALSE,654548,Drawings and Prints,1935,Print,High Life,NA,NA,NA,NA,NA,Artist|Engraver|Printer,After,Sir Edwin Henry Landseer|Henry Beckwith|H. Wilkinson,"British, London 1802–1873 London|British, active 1830–1900|London",NA,"Landseer, Edwin Henry, Sir|Beckwith, Henry|Wilkinson, H.",British|British|British,1802      |1830      |1850,1873      |1900      |1900,||,http://vocab.getty.edu/page/ulan/500004856||,https://www.wikidata.org/wiki/Q328369||,1849,1849,1849,Steel engraving on chine collé,Chine: 13 1/8 × 9 9/16 in. (33.4 × 24.3 cm),"Gift of Walter H. Smith,1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/654548,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
51.648.57,FALSE,FALSE,TRUE,383024,Drawings and Prints,1951,Print,"Solway Moss (Liber Studiorum, part XI, plate 52)",NA,NA,NA,NA,NA,Artist|Engraver|Publisher,Designed and etched by,Joseph Mallord William Turner|Thomas Goff Lupton|Joseph Mallord William Turner,"British, London 1775–1851 London|British, London 1791–1873 London|British, London 1775–1851 London",NA,"Turner, Joseph Mallord William|Lupton, Thomas Goff|Turner, Joseph Mallord William",British|British|British,1775      |1791      |1775,1851      |1873      |1851,||,http://vocab.getty.edu/page/ulan/500026846|http://vocab.getty.edu/page/ulan/500008469|http://vocab.getty.edu/page/ulan/500026846,https://www.wikidata.org/wiki/Q159758||https://www.wikidata.org/wiki/Q159758,"January 1, 1816",1816,1816,Etching and mezzotint, fifth state of five (Finberg),"plate: 7 5/16 x 10 5/8 in. (18.6 x 27 cm)
sheet: 8 5/16 x 11 9/16 in. (21.1 x 29.4 cm)","Gift of Edwin De T. Bechtel, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/383024,NA,NA,"Metropolitan Museum of Art, New York, NY",Cows|Landscapes,http://vocab.getty.edu/page/aat/300250120|http://vocab.getty.edu/page/aat/300132294,,,,,,,,,,,,,,
42.119.251,FALSE,FALSE,FALSE,677887,Drawings and Prints,1942,Print,Gathering Fruit,NA,NA,NA,NA,NA,Artist|Engraver|Publisher,After,George Morland|Robert Mitchell Meadows|Thomas Palser,"British, London 1763–1804 London|British, Cardigan, Wales 1780–1812|British, active 1803–43",NA,"Morland, George|Meadows, Robert Mitchell|Palser, Thomas",British|British|British,1763      |1780      |1803,1804      |1812      |1843,||,http://vocab.getty.edu/page/ulan/500031295||,https://www.wikidata.org/wiki/Q2405427||,"January 1, 1816",1816,1816,"Stipple engraving, hand-colored","Plate: 16 7/16 × 17 13/16 in. (41.8 × 45.2 cm)
Sheet: 20 3/4 in. (52.7 cm)","Gertrude and Thomas Jefferson Mumford Collection, Gift of Dorothy Quick Mayer, 1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/677887,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
51.644.138(1-6),FALSE,FALSE,FALSE,648573,Drawings and Prints,1951,Print Ornament & Architecture,"2e Suite de différens Attributs, Trophées et Groupes de Fleurs",NA,NA,NA,NA,NA,Artist|Engraver|Publisher,NA,Pierre Ranson|Etienne Claude Voysard|Esnauts et Rapilly,"French, Paris 1736–1786 Paris|French, Paris 1746–1812 Paris",NA,"Ranson, Pierre|Voysard, Etienne Claude|Esnauts et Rapilly",French|French|French,1736      |1746,1786      |1812,||,http://vocab.getty.edu/page/ulan/500031549|http://vocab.getty.edu/page/ulan/500478514|,||,ca. 1778,1773,1783,Engraving,NA,"Gift of the Estate of Ogden Codman, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/648573,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
41.100.187,FALSE,FALSE,FALSE,347330,Drawings and Prints,1941,Book,The Young Penman's Daily Practice,NA,NA,NA,NA,NA,Artist|Engraver|Publisher,NA,Joseph Champion|Jonathan Howard|Robert Sayer,"British, 1709–ca. 1765|British, active 18th century|British, Sunderland 1725–1794 Bath",NA,"Champion, Joseph|Howard, Jonathan|Sayer, Robert",British|British|British,1709      |1700      |1725,1765      |1800      |1794,||,http://vocab.getty.edu/page/ulan/500431784||,||,dedication 1759,1759,1759,Illustrations: engraving,9 13/16 x 8 1/4 x 3/8 in. (25 x 21 x 1 cm),"Bequest of W. Gedney Beatty, 1941",NA,London,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,NA,http://www.metmuseum.org/art/collection/search/347330,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
17.3.756-1577,FALSE,FALSE,FALSE,766472,Drawings and Prints,1917,Print,"John Boydell, Lord Mayor of London",NA,NA,NA,NA,NA,Artist|Engraver|Publisher|Sitter,After,Alexander Pope|John Condé|John Sewell|John Boydell,"Irish, Cork 1763–1835|British, born France 1765–1794 Richmond (?)|British, active London, ca. 1735–1802|British, Shropshire 1720–1804 London",NA,"Pope, Alexander|Condé, John|Sewell, John|Boydell, John",NA,1763      |1765      |1735      |1720,1835      |1794      |1850      |1804,|||,http://vocab.getty.edu/page/ulan/500010262|http://vocab.getty.edu/page/ulan/500117548||http://vocab.getty.edu/page/ulan/500000875,|||,1792,1792,1792,Stipple engraving and etching,Sheet: 7 13/16 × 4 5/8 in. (19.8 × 11.8 cm),"Harris Brisbane Dick Fund, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/766472,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
